county,year,table,sector,description,direct,indirect,induced,total
St. Clair,2001,Output,0,Total,-2273505.39130673,-208421.64055022827,-249458.35864105739,-2731385.3904980156
St. Clair,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-8.8902876250168603,-127.82293937825207,-136.71322700326891
St. Clair,2001,Output,20,21 Mining,0,-40.92470483103223,-52.838268297475885,-93.762973128508094
St. Clair,2001,Output,41,22 Utilities,0,-26086.412815512878,-26134.610512637813,-52221.023328150695
St. Clair,2001,Output,52,23 Construction,0,-471.00195905645427,-354.53988348475934,-825.54184254121378
St. Clair,2001,Output,65,31-33 Manufacturing,0,-6831.2010275754164,-4989.3829513498877,-11820.583978925301
St. Clair,2001,Output,395,42 Wholesale Trade,-2273505.39130673,-8476.243151797913,-5619.1858950204687,-2287600.8203535485
St. Clair,2001,Output,396,44-45 Retail trade,0,-445.20403809649486,-12310.39581958971,-12755.599857686206
St. Clair,2001,Output,408,48-49 Transportation & Warehousing,0,-16242.96650385435,-5544.2262404241228,-21787.192744278473
St. Clair,2001,Output,417,51-56 Professional Services,0,-132861.97094703405,-146278.60146064032,-279140.57240767422
St. Clair,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-6078.7236511031933,-39783.396296151703,-45862.119947254912
St. Clair,2001,Output,518,92 Government & non NAICs,0,-10878.101463741501,-8263.3583740828726,-19141.459837824372
St. Joseph,2001,Output,0,Total,-695375.79903246299,-35080.679540879115,-47925.096789456562,-778381.57536279864
St. Joseph,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-12.029163956816683,-503.25002974118087,-515.27919369799758
St. Joseph,2001,Output,20,21 Mining,0,-27.097751635113379,-29.247308308691476,-56.345059943804856
St. Joseph,2001,Output,41,22 Utilities,0,-2767.5848081483227,-2369.6914699866325,-5137.2762781349547
St. Joseph,2001,Output,52,23 Construction,0,-54.136033925305178,-27.527472671638954,-81.663506596944131
St. Joseph,2001,Output,65,31-33 Manufacturing,0,-4342.8977656177522,-1013.6905372983765,-5356.5883029161369
St. Joseph,2001,Output,395,42 Wholesale Trade,-695375.79903246299,-1183.9929267860716,-638.08314608444971,-697197.87510533351
St. Joseph,2001,Output,396,44-45 Retail trade,0,-143.10959886963011,-2731.6811578220941,-2874.7907566917247
St. Joseph,2001,Output,408,48-49 Transportation & Warehousing,0,-2867.05801366983,-551.1135024671504,-3418.1715161369802
St. Joseph,2001,Output,417,51-56 Professional Services,0,-21917.016500616533,-34190.433041963617,-56107.449542580129
St. Joseph,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-1311.4035922861119,-5850.2415255149272,-7161.6451178010411
St. Joseph,2001,Output,518,92 Government & non NAICs,0,-454.3533853676289,-20.137597597805826,-474.49098296543474
St. Joseph,2001,Output,0,Total,-695375.79903246299,-35080.679540879115,-47925.096789456562,-778381.57536279864
St. Joseph,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-12.029163956816683,-503.25002974118087,-515.27919369799758
St. Joseph,2001,Output,20,21 Mining,0,-27.097751635113379,-29.247308308691476,-56.345059943804856
St. Joseph,2001,Output,41,22 Utilities,0,-2767.5848081483227,-2369.6914699866325,-5137.2762781349547
St. Joseph,2001,Output,52,23 Construction,0,-54.136033925305178,-27.527472671638954,-81.663506596944131
St. Joseph,2001,Output,65,31-33 Manufacturing,0,-4342.8977656177522,-1013.6905372983765,-5356.5883029161369
St. Joseph,2001,Output,395,42 Wholesale Trade,-695375.79903246299,-1183.9929267860716,-638.08314608444971,-697197.87510533351
St. Joseph,2001,Output,396,44-45 Retail trade,0,-143.10959886963011,-2731.6811578220941,-2874.7907566917247
St. Joseph,2001,Output,408,48-49 Transportation & Warehousing,0,-2867.05801366983,-551.1135024671504,-3418.1715161369802
St. Joseph,2001,Output,417,51-56 Professional Services,0,-21917.016500616533,-34190.433041963617,-56107.449542580129
St. Joseph,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-1311.4035922861119,-5850.2415255149272,-7161.6451178010411
St. Joseph,2001,Output,518,92 Government & non NAICs,0,-454.3533853676289,-20.137597597805826,-474.49098296543474
Tuscola,2001,Output,0,Total,-736384.14568660501,-28054.943038746016,-30082.639840196149,-794521.72856554727
Tuscola,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-37.956528231188919,-455.50294192329363,-493.45947015448252
Tuscola,2001,Output,20,21 Mining,0,-6.0384623206197432,-6.0157129620569831,-12.054175282676727
Tuscola,2001,Output,41,22 Utilities,0,-4126.8677805708121,-2534.5627496128759,-6661.4305301836885
Tuscola,2001,Output,52,23 Construction,0,-26.240869282677416,-10.880345860111415,-37.121215142788827
Tuscola,2001,Output,65,31-33 Manufacturing,0,-2036.9621295990455,-451.16435111700264,-2488.1264807160496
Tuscola,2001,Output,395,42 Wholesale Trade,-736384.14568660501,-1358.7181337997317,-442.53400766696609,-738185.39782807173
Tuscola,2001,Output,396,44-45 Retail trade,0,-48.355519857638654,-907.55924208473925,-955.91476194237782
Tuscola,2001,Output,408,48-49 Transportation & Warehousing,0,-1911.0774998962493,-714.50323330022547,-2625.5807331964752
Tuscola,2001,Output,417,51-56 Professional Services,0,-17622.090992434441,-22477.810838766927,-40099.901831201372
Tuscola,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-388.50222896442193,-1966.1844952289466,-2354.6867241933692
Tuscola,2001,Output,518,92 Government & non NAICs,0,-492.13289378918847,-115.92192167300624,-608.05481546219471
Van Buren,2001,Output,0,Total,-491618.12474602001,-27777.834652924841,-30759.380340935721,-550155.33973988052
Van Buren,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-7.9640970080459201,-294.26424771765039,-302.22834472569633
Van Buren,2001,Output,20,21 Mining,0,-10.244272591668713,-15.290126840251361,-25.534399431920075
Van Buren,2001,Output,41,22 Utilities,0,-6944.3284999351345,-4620.5210142685137,-11564.84951420365
Van Buren,2001,Output,52,23 Construction,0,-37.084599890479296,-20.988377561385349,-58.072977451864652
Van Buren,2001,Output,65,31-33 Manufacturing,0,-1628.4831772924454,-185.60669117997446,-1814.0898684724209
Van Buren,2001,Output,395,42 Wholesale Trade,-491618.12474602001,-415.57122738054022,-179.77338054033055,-492213.46935394086
Van Buren,2001,Output,396,44-45 Retail trade,0,-51.998216587091484,-1081.6248955062795,-1133.6231120933712
Van Buren,2001,Output,408,48-49 Transportation & Warehousing,0,-1032.5829512591306,-689.75011771908953,-1722.3330689782199
Van Buren,2001,Output,417,51-56 Professional Services,0,-15508.422434830227,-18954.863506748748,-34463.285941578979
Van Buren,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-693.33056288877719,-3223.8864780290869,-3917.2170409178639
Van Buren,2001,Output,518,92 Government & non NAICs,0,-1447.8246132613022,-1492.8115048244108,-2940.636118085713
Washtenaw,2001,Output,0,Total,-7141791.8140625302,-488065.99798456172,-499804.72245451796,-8129662.5345016103
Washtenaw,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-8.4312644015373692,-343.33796280875123,-351.76922721028865
Washtenaw,2001,Output,20,21 Mining,0,-62.090122900489199,-276.27853729873499,-338.36866019922417
Washtenaw,2001,Output,41,22 Utilities,0,-29121.123751571206,-29732.744424614371,-58853.868176185577
Washtenaw,2001,Output,52,23 Construction,0,-675.46721255294415,-583.84718094755317,-1259.3143935004973
Washtenaw,2001,Output,65,31-33 Manufacturing,0,-22221.941190045993,-3183.0921986245858,-25405.033388670603
Washtenaw,2001,Output,395,42 Wholesale Trade,-7141791.8140625302,-21853.763350864872,-13755.63426365229,-7177401.2116770474
Washtenaw,2001,Output,396,44-45 Retail trade,0,-607.38797063548236,-17656.730272769732,-18264.11824340521
Washtenaw,2001,Output,408,48-49 Transportation & Warehousing,0,-31736.252959695725,-9811.1108998522177,-41547.363859547942
Washtenaw,2001,Output,417,51-56 Professional Services,0,-365727.68724903715,-371129.97916474199,-736857.66641377937
Washtenaw,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-8412.7933497738632,-48678.21867497194,-57091.012024745789
Washtenaw,2001,Output,518,92 Government & non NAICs,0,-7639.0595630824464,-4653.7488742357991,-12292.808437318245
Wayne,2001,Output,0,Total,-41346851.493176199,-4757992.6795987096,-4497009.9758391939,-50601854.148614109
Wayne,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-23.3626956997857,-418.05511042212459,-441.4178061219103
Wayne,2001,Output,20,21 Mining,0,-951.34958193500768,-3150.5622104214253,-4101.9117923564318
Wayne,2001,Output,41,22 Utilities,0,-49522.257296598429,-89750.090997008738,-139272.34829360718
Wayne,2001,Output,52,23 Construction,0,-8571.7240544650431,-8141.5278262125557,-16713.251880677599
Wayne,2001,Output,65,31-33 Manufacturing,0,-96932.127569876102,-207077.29673112292,-304009.4243009988
Wayne,2001,Output,395,42 Wholesale Trade,-41346851.493176199,-410890.29085941613,-266267.90234599495,-42024009.686381608
Wayne,2001,Output,396,44-45 Retail trade,0,-6815.3643126761399,-207116.2405717395,-213931.60488441566
Wayne,2001,Output,408,48-49 Transportation & Warehousing,0,-833209.19175997574,-251103.58683170442,-1084312.7785916801
Wayne,2001,Output,417,51-56 Professional Services,0,-3044448.6663000621,-2522723.5337513192,-5567172.200051384
Wayne,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-135351.03044594752,-918232.10604723962,-1053583.1364931874
Wayne,2001,Output,518,92 Government & non NAICs,0,-171277.31472205828,-23029.073416009032,-194306.38813806733
Wexford,2001,Output,0,Total,-373085.97012847703,-36263.708665983446,-27931.255573521248,-437280.93436798174
Wexford,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-11.675742082646483,-71.61892154711569,-83.294663629762169
Wexford,2001,Output,20,21 Mining,0,-17.117450710117197,-24.044505729143594,-41.161956439260798
Wexford,2001,Output,41,22 Utilities,0,-70.851079930033904,-174.52336923233224,-245.37444916236615
Wexford,2001,Output,52,23 Construction,0,-47.99342815510051,-20.576171356747853,-68.569599511848367
Wexford,2001,Output,65,31-33 Manufacturing,0,-1523.8275069506212,-352.82980268868039,-1876.6573096393017
Wexford,2001,Output,395,42 Wholesale Trade,-373085.97012847703,-1045.8369955505477,-492.10793746386497,-374623.91506149143
Wexford,2001,Output,396,44-45 Retail trade,0,-104.10795970203046,-2066.1843188099301,-2170.2922785119599
Wexford,2001,Output,408,48-49 Transportation & Warehousing,0,-5872.8133661662951,-911.35911709246238,-6784.172483258757
Wexford,2001,Output,417,51-56 Professional Services,0,-25643.446850504555,-17427.569761527491,-43071.016612032035
Wexford,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-1246.316967553694,-6219.5854853314913,-7465.9024528851842
Wexford,2001,Output,518,92 Government & non NAICs,0,-679.72131867780922,-170.85618274198654,-850.57750141979568
